Offset(P)            #Ptr   #Hnd Access Name
0x000000007f76e1c8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00261_.WMF
0x000000007f76e350      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099171.WMF
0x000000007f76e408      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099171.WMF
0x000000007f76e640      1      1 RW-rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000007f76e6f8      1      1 RW-rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x000000007f76ede8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0215210.WMF
0x000000007f76f630      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\INDST_01.MID
0x000000007f76f708      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099202.GIF
0x000000007f76f918      1      0 ------ \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0198447.WMF
0x000000007f76fe18      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099172.WMF
0x000000007f770370      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\BS00184_.WMF
0x000000007f7705c8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01658_.WMF
0x000000007f770788      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00306_.WMF
0x000000007f770908      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0090783.WMF
0x000000007f770b38      6      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0148757.JPG
0x000000007f770f80      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152594.WMF
0x000000007f772038      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107724.WMF
0x000000007f7722b8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD02153_.WMF
0x000000007f772370      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\BS00136_.WMF
0x000000007f7724a8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00814_.WMF
0x000000007f7732b8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00372_.WMF
0x000000007f7733f8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01172_.WMF
0x000000007f7734b8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01548_.WMF
0x000000007f773a78      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099196.GIF
0x000000007f773b30      2      2 RW-rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000007f773bf8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0228823.WMF
0x000000007f773d48      9      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0230558.WMF
0x000000007f773f80      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099200.GIF
0x000000007f774038      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107544.WMF
0x000000007f774500      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00543_.WMF
0x000000007f7749b0      1      1 R--rwd \Device\HarddiskVolume1\ProgramData
0x000000007f775038      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099199.GIF
0x000000007f7752a8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105412.WMF
0x000000007f7754c0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0101862.BMP
0x000000007f775a10      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152432.WMF
0x000000007f775f80      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0086384.WMF
0x000000007f776368      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0103402.WMF
0x000000007f7766d8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\IN00919_.WMF
0x000000007f776990      1      0 ------ \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199469.WMF
0x000000007f776be0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0090781.WMF
0x000000007f776c98      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\ED00172_.WMF
0x000000007f778c08      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0145212.JPG
0x000000007f78b1c8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-ClipsInTheLibrary-Package~31bf3856ad364e35~x86~en-US~6.1.7601.17514.cat
0x000000007f79e310      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\Dumpata.sys
0x000000007f79e7f8     10      0 RW-rwd \Device\HarddiskVolume1\$MapAttributeValue
0x000000007f79eba8     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\atapi.sys
0x000000007f7b7038      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00455_.WMF
0x000000007f7b74c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
0x000000007f7b8038      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01659_.WMF
0x000000007f7b83f8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00414_.WMF
0x000000007f7b8728      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152436.WMF
0x000000007f7b8850      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107526.WMF
0x000000007f7b8908      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01084_.WMF
0x000000007f7b89c0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105338.WMF
0x000000007f7b93f8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105360.WMF
0x000000007f7ba180      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0178459.JPG
0x000000007f7ba268      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0215076.WMF
0x000000007f7ba388      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107342.WMF
0x000000007f7ba850      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FINCL_02.MID
0x000000007f7baa70      2      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099181.WMF
0x000000007f7bab68      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107492.WMF
0x000000007f7bae28      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0101864.BMP
0x000000007f7baf80      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0101864.BMP
0x000000007f7bb4d8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD02141_.WMF
0x000000007f7bc038      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01171_.WMF
0x000000007f7bc288      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107192.WMF
0x000000007f7bc720      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FINCL_01.MID
0x000000007f7bcbf0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01151_.WMF
0x000000007f7bccc0      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099205.WMF
0x000000007f7bcf80      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH02312_.WMF
0x000000007f7bdc00      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107484.WMF
0x000000007f7be1a8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01548_.WMF
0x000000007f7be410      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0101862.BMP
0x000000007f7be950      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0102002.WMF
0x000000007f7bebf8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HM00114_.WMF
0x000000007f7beec8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0239079.WMF
0x000000007f7bef80      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00297_.WMF
0x000000007f7bf198      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0200151.WMF
0x000000007f7c0138      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01160_.WMF
0x000000007f7c0390      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01152_.WMF
0x000000007f7c05e0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01152_.WMF
0x000000007f7c0b60      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01157_.WMF
0x000000007f7c0e48      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01146_.WMF
0x000000007f7c14c8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\BS00078_.WMF
0x000000007f7c1960      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH00612_.WMF
0x000000007f7c1ac8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105244.WMF
0x000000007f7c1e68      2      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099182.WMF
0x000000007f7c1f80      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\BS01637_.WMF
0x000000007f7c2d90      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105328.WMF
0x000000007f7c2e48      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105306.WMF
0x000000007f7c32e8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0212685.WMF
0x000000007f7c37f0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105390.WMF
0x000000007f7c3d80      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099162.JPG
0x000000007f7c3ec8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099155.JPG
0x000000007f7c3f80      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099155.JPG
0x000000007f7c5038      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01065_.WMF
0x000000007f7c5128      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01329_.WMF
0x000000007f7c5770      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01759_.WMF
0x000000007f7c58c8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01242_.WMF
0x000000007f7c5f10      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01329_.WMF
0x000000007f7c64a0      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01923_.WMF
0x000000007f7c67e8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01923_.WMF
0x000000007f7c69d0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01618_.WMF
0x000000007f7c6b58      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01618_.WMF
0x000000007f7c6f10      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01759_.WMF
0x000000007f7c7038      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105306.WMF
0x000000007f7c70f8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105338.WMF
0x000000007f7c7348      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH02166_.WMF
0x000000007f7c7598      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH02166_.WMF
0x000000007f7c78e0      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152694.WMF
0x000000007f7c7ac8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01875_.WMF
0x000000007f7c7c50      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01875_.WMF
0x000000007f7c8c08      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0238333.WMF
0x000000007f7c9970      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107718.WMF
0x000000007f7c9c98      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105234.WMF
0x000000007f7ca338      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0086424.WMF
0x000000007f7ca790      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105502.WMF
0x000000007f7cacc0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105230.WMF
0x000000007f7cada8      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107328.WMF
0x000000007f7caee8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0152432.WMF
0x000000007f7cb1d0      1      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000007f7cc568      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00419_.WMF
0x000000007f7cca18      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107192.WMF
0x000000007f7ccd58      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01660_.WMF
0x000000007f7cce40      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099202.GIF
0x000000007f7cd038      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01084_.WMF
0x000000007f7cd100      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD02116_.WMF
0x000000007f7ce290      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01659_.WMF
0x000000007f7ce938      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0232171.WMF
0x000000007f7cfd18      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00403_.WMF
0x000000007f7d0268      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0199303.WMF
0x000000007f7d0860      1      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs
0x000000007f7d0a70      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\HH01080_.WMF
0x000000007f7d0ec8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107468.WMF
0x000000007f7d0f80      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD02097_.WMF
0x000000007f7d1290      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD02141_.WMF
0x000000007f7d1630      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099204.WMF
0x000000007f7d1850      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0234376.WMF
0x000000007f7d1b50      3      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0212751.WMF
0x000000007f7d1d70      1      0 ------ \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0200183.WMF
0x000000007f7d1f80      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00414_.WMF
0x000000007f7d2400      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0099184.WMF
0x000000007f7d2588      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105272.WMF
0x000000007f7d2868      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0197983.WMF
0x000000007f7d32e8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105232.WMF
0x000000007f7d35b8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107480.WMF
0x000000007f7d3748      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107130.WMF
0x000000007f7d3870      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107130.WMF
0x000000007f7d4568      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FLAP.WMF
0x000000007f7d4790      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000007f7d4ea0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD02071_.WMF
0x000000007f7d5038      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0177257.JPG
0x000000007f7d5100      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0178348.JPG
0x000000007f7d51b8      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00407_.WMF
0x000000007f7d5558      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00414_.WMF
0x000000007f7d5610      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00405_.WMF
0x000000007f7d56c8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00405_.WMF
0x000000007f7d58e8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00407_.WMF
0x000000007f7d5bb8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0103058.WMF
0x000000007f7d6038      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01171_.WMF
0x000000007f7d6758      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\IN00118_.WMF
0x000000007f7d7440      1      1 RW-rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000007f7d74f8      1      1 RW-rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000007f7d79c8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\FD02097_.WMF
0x000000007f7d7f10      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH00235_.WMF
0x000000007f7d87c0      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01140_.WMF
0x000000007f7d8ba0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01140_.WMF
0x000000007f7d8d90      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01039_.WMF
0x000000007f7d8f80      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01039_.WMF
0x000000007f7d91d0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00074_.WMF
0x000000007f7d9310      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD00090_.WMF
0x000000007f7d9610      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\HH00057_.WMF
0x000000007f7d9a08      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01139_.WMF
0x000000007f7da038      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\J0198447.WMF
0x000000007f7da7a0      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0105974.WMF
0x000000007f7da868      2      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0202045.JPG
